year,geography,metric,unit,vector,value,decimals
2020,"Chilliwack, British Columbia",Non-violent weighted clearance rate,Number,v1593151936,,2
2020,"Chilliwack, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v1593151937,,2
2020,"Abbotsford-Mission, British Columbia",Crime severity index,Index,v44312689,78.47,2
2020,"Abbotsford-Mission, British Columbia",Percent change in crime severity index,Percent,v44312690,-10.27,2
2020,"Abbotsford-Mission, British Columbia",Violent crime severity index,Index,v44312691,88.22,2
2020,"Abbotsford-Mission, British Columbia",Percent change in violent crime severity index,Percent,v44312692,11.61,2
2020,"Abbotsford-Mission, British Columbia",Non-violent crime severity index,Index,v44312693,74.77,2
2020,"Abbotsford-Mission, British Columbia",Percent change in non-violent crime severity index,Percent,v44312694,-17.17,2
2020,"Abbotsford-Mission, British Columbia",Youth crime severity index,Index,v53079762,,2
2020,"Abbotsford-Mission, British Columbia",Percent change in youth crime severity index,Percent,v87984945,,2
2020,"Abbotsford-Mission, British Columbia",Youth violent crime severity index,Index,v53079763,,2
2020,"Abbotsford-Mission, British Columbia",Percent change in youth violent crime severity index,Percent,v87984946,,2
2020,"Abbotsford-Mission, British Columbia",Youth non-violent crime severity index,Index,v53079755,,2
2020,"Abbotsford-Mission, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984947,,2
2020,"Abbotsford-Mission, British Columbia",Weighted clearance rate,Number,v53079756,25.87,2
2020,"Abbotsford-Mission, British Columbia",Percent change in weighted clearance rate,Percent,v53079757,9.9,2
2020,"Abbotsford-Mission, British Columbia",Violent weighted clearance rate,Number,v53079758,41.06,2
2020,"Abbotsford-Mission, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079759,0.59,2
2020,"Abbotsford-Mission, British Columbia",Non-violent weighted clearance rate,Number,v53079760,19.42,2
2020,"Abbotsford-Mission, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079761,7.35,2
2020,"Vancouver, British Columbia",Crime severity index,Index,v44312677,88.51,2
2020,"Vancouver, British Columbia",Percent change in crime severity index,Percent,v44312678,-7.04,2
2020,"Vancouver, British Columbia",Violent crime severity index,Index,v44312679,77.3,2
2020,"Vancouver, British Columbia",Percent change in violent crime severity index,Percent,v44312680,-4.11,2
2020,"Vancouver, British Columbia",Non-violent crime severity index,Index,v44312681,92.33,2
2020,"Vancouver, British Columbia",Percent change in non-violent crime severity index,Percent,v44312682,-7.89,2
2020,"Vancouver, British Columbia",Youth crime severity index,Index,v53079744,,2
2020,"Vancouver, British Columbia",Percent change in youth crime severity index,Percent,v87984948,,2
2020,"Vancouver, British Columbia",Youth violent crime severity index,Index,v53079745,,2
2020,"Vancouver, British Columbia",Percent change in youth violent crime severity index,Percent,v87984949,,2
2020,"Vancouver, British Columbia",Youth non-violent crime severity index,Index,v53079737,,2
2020,"Vancouver, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984950,,2
2020,"Vancouver, British Columbia",Weighted clearance rate,Number,v53079738,22.49,2
2020,"Vancouver, British Columbia",Percent change in weighted clearance rate,Percent,v53079739,0.45,2
2020,"Vancouver, British Columbia",Violent weighted clearance rate,Number,v53079740,43.03,2
2020,"Vancouver, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079741,4.01,2
2020,"Vancouver, British Columbia",Non-violent weighted clearance rate,Number,v53079742,16.31,2
2020,"Vancouver, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079743,-3.43,2
2020,"Victoria, British Columbia",Crime severity index,Index,v44312683,75.85,2
2020,"Victoria, British Columbia",Percent change in crime severity index,Percent,v44312684,2.89,2
2020,"Victoria, British Columbia",Violent crime severity index,Index,v44312685,73.62,2
2020,"Victoria, British Columbia",Percent change in violent crime severity index,Percent,v44312686,13.87,2
2020,"Victoria, British Columbia",Non-violent crime severity index,Index,v44312687,76.47,2
2020,"Victoria, British Columbia",Percent change in non-violent crime severity index,Percent,v44312688,-0.44,2
2020,"Victoria, British Columbia",Youth crime severity index,Index,v53079753,,2
2020,"Victoria, British Columbia",Percent change in youth crime severity index,Percent,v87984951,,2
2020,"Victoria, British Columbia",Youth violent crime severity index,Index,v53079754,,2
2020,"Victoria, British Columbia",Percent change in youth violent crime severity index,Percent,v87984952,,2
2020,"Victoria, British Columbia",Youth non-violent crime severity index,Index,v53079746,,2
2020,"Victoria, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984953,,2
2020,"Victoria, British Columbia",Weighted clearance rate,Number,v53079747,24.96,2
2020,"Victoria, British Columbia",Percent change in weighted clearance rate,Percent,v53079748,-3.63,2
2020,"Victoria, British Columbia",Violent weighted clearance rate,Number,v53079749,42.82,2
2020,"Victoria, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079750,-11.51,2
2020,"Victoria, British Columbia",Non-violent weighted clearance rate,Number,v53079751,18.77,2
2020,"Victoria, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079752,-1.73,2
2020,"Nanaimo, British Columbia",Crime severity index,Index,v1593151946,,2
2020,"Nanaimo, British Columbia",Percent change in crime severity index,Percent,v1593151956,,2
2020,"Nanaimo, British Columbia",Violent crime severity index,Index,v1593151957,,2
2020,"Nanaimo, British Columbia",Percent change in violent crime severity index,Percent,v1593151958,,2
2020,"Nanaimo, British Columbia",Non-violent crime severity index,Index,v1593151959,,2
2020,"Nanaimo, British Columbia",Percent change in non-violent crime severity index,Percent,v1593151960,,2
2020,"Nanaimo, British Columbia",Youth crime severity index,Index,v1593151961,,2
2020,"Nanaimo, British Columbia",Percent change in youth crime severity index,Percent,v1593151962,,2
2020,"Nanaimo, British Columbia",Youth violent crime severity index,Index,v1593151963,,2
2020,"Nanaimo, British Columbia",Percent change in youth violent crime severity index,Percent,v1593151947,,2
2020,"Nanaimo, British Columbia",Youth non-violent crime severity index,Index,v1593151948,,2
2020,"Nanaimo, British Columbia",Percent change in youth non-violent crime severity index,Percent,v1593151949,,2
2020,"Nanaimo, British Columbia",Weighted clearance rate,Number,v1593151950,,2
2020,"Nanaimo, British Columbia",Percent change in weighted clearance rate,Percent,v1593151951,,2
2020,"Nanaimo, British Columbia",Violent weighted clearance rate,Number,v1593151952,,2
2020,"Nanaimo, British Columbia",Percent change in violent weighted clearance rate,Percent,v1593151953,,2
2020,"Nanaimo, British Columbia",Non-violent weighted clearance rate,Number,v1593151954,,2
2020,"Nanaimo, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v1593151955,,2
2020,Yukon,Crime severity index,Index,v44312695,215.82,2
2020,Yukon,Percent change in crime severity index,Percent,v44312696,1.04,2
2020,Yukon,Violent crime severity index,Index,v44312697,256.58,2
2020,Yukon,Percent change in violent crime severity index,Percent,v44312698,10.16,2
2020,Yukon,Non-violent crime severity index,Index,v44312699,200.65,2
2020,Yukon,Percent change in non-violent crime severity index,Percent,v44312700,-2.66,2
2020,Yukon,Youth crime severity index,Index,v53079785,112.25,2
2020,Yukon,Percent change in youth crime severity index,Percent,v53079786,9.88,2
2020,Yukon,Youth violent crime severity index,Index,v53079787,126.4,2
2020,Yukon,Percent change in youth violent crime severity index,Percent,v53079930,44.42,2
2020,Yukon,Youth non-violent crime severity index,Index,v53079777,101.56,2
2020,Yukon,Percent change in youth non-violent crime severity index,Percent,v53079778,-8.68,2
2020,Yukon,Weighted clearance rate,Number,v53079779,40.09,2
2020,Yukon,Percent change in weighted clearance rate,Percent,v53079780,-2.08,2
2020,Yukon,Violent weighted clearance rate,Number,v53079781,53.29,2
2020,Yukon,Percent change in violent weighted clearance rate,Percent,v53079782,-8.52,2
2020,Yukon,Non-violent weighted clearance rate,Number,v53079783,34.02,2
2020,Yukon,Percent change in non-violent weighted clearance rate,Percent,v53079784,0.32,2
2020,Northwest Territories,Crime severity index,Index,v44312701,422.13,2
2020,Northwest Territories,Percent change in crime severity index,Percent,v44312702,7.0,2
2020,Northwest Territories,Violent crime severity index,Index,v44312703,527.39,2
2020,Northwest Territories,Percent change in violent crime severity index,Percent,v44312704,7.3,2
2020,Northwest Territories,Non-violent crime severity index,Index,v44312705,383.28,2
2020,Northwest Territories,Percent change in non-violent crime severity index,Percent,v44312706,6.86,2
2020,Northwest Territories,Youth crime severity index,Index,v53079797,146.06,2
2020,Northwest Territories,Percent change in youth crime severity index,Percent,v53079798,-29.6,2
2020,Northwest Territories,Youth violent crime severity index,Index,v53079799,156.49,2
2020,Northwest Territories,Percent change in youth violent crime severity index,Percent,v53079931,-22.73,2
2020,Northwest Territories,Youth non-violent crime severity index,Index,v53079789,137.6,2
2020,Northwest Territories,Percent change in youth non-violent crime severity index,Percent,v53079790,-34.13,2
2020,Northwest Territories,Weighted clearance rate,Number,v53079791,49.08,2
2020,Northwest Territories,Percent change in weighted clearance rate,Percent,v53079792,-2.44,2
2020,Northwest Territories,Violent weighted clearance rate,Number,v53079793,61.99,2
2020,Northwest Territories,Percent change in violent weighted clearance rate,Percent,v53079794,-0.21,2
2020,Northwest Territories,Non-violent weighted clearance rate,Number,v53079795,42.69,2
2020,Northwest Territories,Percent change in non-violent weighted clearance rate,Percent,v53079796,-4.02,2
2020,Nunavut,Crime severity index,Index,v44312707,374.91,2
2020,Nunavut,Percent change in crime severity index,Percent,v44312708,1.48,2
2020,Nunavut,Violent crime severity index,Index,v44312709,650.59,2
2020,Nunavut,Percent change in violent crime severity index,Percent,v44312710,2.18,2
2020,Nunavut,Non-violent crime severity index,Index,v44312711,274.86,2
2020,Nunavut,Percent change in non-violent crime severity index,Percent,v44312712,0.88,2
2020,Nunavut,Youth crime severity index,Index,v53079809,138.09,2
2020,Nunavut,Percent change in youth crime severity index,Percent,v53079810,-39.64,2
2020,Nunavut,Youth violent crime severity index,Index,v53079811,179.5,2
2020,Nunavut,Percent change in youth violent crime severity index,Percent,v53079934,-26.96,2
2020,Nunavut,Youth non-violent crime severity index,Index,v53079801,108.56,2
2020,Nunavut,Percent change in youth non-violent crime severity index,Percent,v53079802,-49.53,2
2020,Nunavut,Weighted clearance rate,Number,v53079803,63.29,2
2020,Nunavut,Percent change in weighted clearance rate,Percent,v53079804,-4.4,2
2020,Nunavut,Violent weighted clearance rate,Number,v53079805,74.92,2
2020,Nunavut,Percent change in violent weighted clearance rate,Percent,v53079806,-4.95,2
2020,Nunavut,Non-violent weighted clearance rate,Number,v53079807,53.4,2
2020,Nunavut,Percent change in non-violent weighted clearance rate,Percent,v53079808,-3.96,2
2021,Canada,Crime severity index,Index,v44312461,74.87,2
2021,Canada,Percent change in crime severity index,Percent,v44312462,1.29,2
2021,Canada,Violent crime severity index,Index,v44312463,93.4,2
2021,Canada,Percent change in violent crime severity index,Percent,v44312464,6.15,2
2021,Canada,Non-violent crime severity index,Index,v44312465,68.1,2
2021,Canada,Percent change in non-violent crime severity index,Percent,v44312466,-0.84,2
2021,Canada,Youth crime severity index,Index,v53079455,41.18,2
2021,Canada,Percent change in youth crime severity index,Percent,v53079456,-3.6,2
2021,Canada,Youth violent crime severity index,Index,v53079457,64.32,2
2021,Canada,Percent change in youth violent crime severity index,Percent,v53079920,-3.22,2
2021,Canada,Youth non-violent crime severity index,Index,v53079447,25.02,2
2021,Canada,Percent change in youth non-violent crime severity index,Percent,v53079448,-4.28,2
2021,Canada,Weighted clearance rate,Number,v53079449,36.84,2
2021,Canada,Percent change in weighted clearance rate,Percent,v53079450,-1.39,2
2021,Canada,Violent weighted clearance rate,Number,v53079451,56.01,2
2021,Canada,Percent change in violent weighted clearance rate,Percent,v53079452,-4.65,2
2021,Canada,Non-violent weighted clearance rate,Number,v53079453,26.33,2
2021,Canada,Percent change in non-violent weighted clearance rate,Percent,v53079454,-4.29,2
2021,Newfoundland and Labrador,Crime severity index,Index,v44312467,76.87,2
2021,Newfoundland and Labrador,Percent change in crime severity index,Percent,v44312468,11.68,2
2021,Newfoundland and Labrador,Violent crime severity index,Index,v44312469,96.16,2
2021,Newfoundland and Labrador,Percent change in violent crime severity index,Percent,v44312470,18.82,2
2021,Newfoundland and Labrador,Non-violent crime severity index,Index,v44312471,69.8,2
2021,Newfoundland and Labrador,Percent change in non-violent crime severity index,Percent,v44312472,8.52,2
2021,Newfoundland and Labrador,Youth crime severity index,Index,v53079560,32.19,2
2021,Newfoundland and Labrador,Percent change in youth crime severity index,Percent,v53079561,-13.61,2
2021,Newfoundland and Labrador,Youth violent crime severity index,Index,v53079562,40.29,2
2021,Newfoundland and Labrador,Percent change in youth violent crime severity index,Percent,v53079921,-21.19,2
